Card_ID,Customer_ID,Account_ID,Card_Type,Card_Last_6,Issue_Date,Expiry_Date,Card_Status
CARD0000911,CUST057384,ACC0021813,Unknown,926766,2024-03-31,2024-03-31,Active
CARD0000912,CUST094932,ACC0112525,Debit,690782,2022-02-20,2022-02-20,Unknown
CARD0000913,CUST048751,ACC0065399,Unknown,837088,2023-05-19,2023-05-19,Unknown
CARD0000914,CUST068595,ACC0071127,Debit,887790,2022-12-02,2022-12-02,Unknown
CARD0000915,CUST030042,ACC0086178,Credit,961415,2024-04-20,2024-04-20,Active
CARD0000916,CUST051522,ACC0004832,Prepaid,581391,2024-08-09,2024-08-09,Dormant
CARD0000917,CUST093448,ACC0111473,Debit,684006,2025-07-27,2025-07-27,Active
CARD0000918,CUST018177,ACC0061687,Prepaid,911611,2022-09-29,2022-09-29,Active
CARD0000919,CUST094423,ACC0040738,Unknown,677759,2024-04-11,2024-04-11,Closed
CARD0000920,CUST061727,ACC0104214,Debit,897882,2022-04-06,2022-04-06,Active
CARD0000921,CUST099965,ACC0065123,Credit,479457,2022-04-02,2022-04-02,Closed
CARD0000922,CUST091751,ACC0020698,Unknown,839915,2024-11-27,2024-11-27,Closed
CARD0000923,CUST048939,ACC0016788,Unknown,496204,2023-10-02,2023-10-02,Inactive
CARD0000924,CUST010741,ACC0057822,Debit,569460,2024-11-30,0000-00-00,Active
CARD0000925,CUST007063,ACC0081005,Debit,917506,2025-12-13,2025-12-13,Unknown
CARD0000926,CUST070991,ACC0032566,Debit,889357,2022-03-24,2022-03-24,Closed
CARD0000927,CUST071967,ACC0106997,Prepaid,990315,2024-03-12,2024-03-12,Unknown
CARD0000928,CUST050001,ACC0082242,Prepaid,607133,2022-04-04,2022-04-04,Inactive
CARD0000929,CUST027420,ACC0016482,Unknown,600016,2025-11-03,2025-11-03,Closed
CARD0000930,CUST034215,ACC0108601,Debit,445569,2025-07-04,2025-07-04,Unknown
CARD0000931,CUST006446,ACC0095585,Credit,715721,2022-09-06,2022-09-06,Unknown
CARD0000932,CUST008947,ACC0063914,Debit,835856,2024-11-02,2024-11-02,Unknown
CARD0000933,CUST046822,ACC0083274,Debit,763259,2025-08-06,2025-08-06,Active
CARD0000934,CUST034495,ACC0012702,Unknown,966258,2022-02-09,2022-02-09,Active
CARD0000935,CUST098315,ACC0091879,Prepaid,481444,2024-01-02,2024-01-02,Unknown
CARD0000936,CUST078076,ACC0051304,Unknown,866906,2025-12-06,2025-12-06,Closed
CARD0000937,CUST014920,ACC0017289,Credit,559887,2024-03-14,2024-03-14,Unknown
CARD0000938,CUST014748,ACC0023892,Credit,413243,2023-08-22,2023-08-22,Closed
CARD0000939,CUST064113,ACC0041080,Debit,654855,2022-06-05,2022-06-05,Active
CARD0000940,CUST029439,ACC0006227,Unknown,474581,2022-07-11,2022-07-11,Unknown
CARD0000941,CUST099773,ACC0057975,Debit,618477,2025-06-21,2025-06-21,Unknown
CARD0000942,CUST095171,ACC0119051,Unknown,840633,2024-05-15,2024-05-15,Closed
CARD0000943,CUST015417,ACC0047967,Credit,479327,2023-04-25,2023-04-25,Unknown
CARD0000944,CUST050810,ACC0093969,Unknown,811482,2023-09-23,2023-09-23,Inactive
CARD0000945,CUST002675,ACC0061140,Credit,878568,2024-06-03,2024-06-03,Active
CARD0000946,CUST014353,ACC0114817,Debit,867365,2025-03-19,2025-03-19,Unknown
CARD0000947,CUST008327,ACC0043300,Credit,741222,2023-11-09,2023-11-09,Unknown
CARD0000948,CUST030104,ACC0047530,Prepaid,416952,2023-04-30,2023-04-30,Closed
CARD0000949,CUST074794,ACC0096320,Debit,785552,2022-01-27,2022-01-27,Unknown
CARD0000950,CUST001086,ACC0009063,Debit,990388,2025-12-21,2025-12-21,Active
CARD0000951,CUST001416,ACC0007668,Credit,822487,2025-08-01,2025-08-01,Unknown
CARD0000952,CUST087434,ACC0022925,Debit,949357,2024-10-06,2024-10-06,Active
CARD0000953,CUST043625,ACC0050352,Prepaid,445354,2025-07-25,2025-07-25,Active
CARD0000954,CUST036955,ACC0100754,Debit,437332,2024-04-04,2024-04-04,Closed
CARD0000955,CUST061667,ACC0103826,Debit,825514,2024-06-19,2024-06-19,Unknown
CARD0000956,CUST047053,ACC0056690,Credit,651359,2022-03-20,2022-03-20,Closed
CARD0000957,CUST043702,ACC0068372,Credit,693559,2024-06-20,2024-06-20,Closed
CARD0000958,CUST005760,ACC0033684,Debit,916262,2022-08-05,2022-08-05,Active
CARD0000959,CUST033297,ACC0036761,Prepaid,978740,2025-01-17,2025-01-17,Unknown
CARD0000960,CUST062483,ACC0090897,Prepaid,875757,2023-02-07,2023-02-07,Inactive
CARD0000961,CUST001834,ACC0066688,Unknown,580584,2023-05-30,2023-05-30,Active
CARD0000962,CUST028350,ACC0014068,Debit,533116,2025-01-25,2025-01-25,Dormant
CARD0000963,CUST028762,ACC0035875,Credit,511901,2025-08-03,2025-08-03,Active
CARD0000964,CUST009504,ACC0020156,Unknown,937912,2023-02-15,2023-02-15,Unknown
CARD0000965,CUST065337,ACC0097013,Debit,568760,2024-11-25,2024-11-25,Unknown
CARD0000966,CUST092355,ACC0074817,Credit,670953,2024-09-15,2024-09-15,Active
CARD0000967,CUST098130,ACC0075456,Prepaid,851507,2024-03-24,2024-03-24,Inactive
CARD0000968,CUST091383,ACC0020084,Prepaid,867924,2023-05-22,2023-05-22,Unknown
CARD0000969,CUST073957,ACC0065814,Debit,477620,2023-11-03,2023-11-03,Unknown
CARD0000970,CUST066265,ACC0084194,Debit,718850,2024-03-22,2024-03-22,Dormant
CARD0000971,CUST048288,ACC0087227,Credit,902433,2025-03-31,2025-03-31,Dormant
CARD0000972,CUST008046,ACC0105964,Prepaid,413933,2023-11-01,2023-11-01,Active
CARD0000973,CUST029545,ACC0048215,Debit,886858,2023-01-16,2023-01-16,Active
CARD0000974,CUST062467,ACC0023054,Credit,476469,2022-04-14,2022-04-14,Active
CARD0000975,CUST078644,ACC0103807,Prepaid,772984,2024-04-13,2024-04-13,Inactive
CARD0000976,CUST073782,ACC0083411,Prepaid,791014,2023-02-11,0000-00-00,Unknown
CARD0000977,CUST007387,ACC0099911,Debit,520691,2023-05-21,2023-05-21,Dormant
CARD0000978,CUST097767,ACC0123235,Prepaid,834284,2024-09-27,2024-09-27,Unknown
CARD0000979,CUST040741,ACC0061649,Unknown,521718,2023-11-19,2023-11-19,Active
CARD0000980,CUST098372,ACC0126803,Credit,454646,2023-05-29,2023-05-29,Unknown
CARD0000981,CUST026785,ACC0047235,Debit,847199,2023-06-26,2023-06-26,Closed
CARD0000982,CUST044901,ACC0053365,Debit,860703,2022-08-13,2022-08-13,Active
CARD0000983,CUST007655,ACC0092799,Debit,964962,2024-10-31,2024-10-31,Active
CARD0000984,CUST076137,ACC0110801,Debit,883811,2024-06-10,2024-06-10,Active
CARD0000985,CUST072799,ACC0061123,Debit,787173,2022-02-09,2022-02-09,Unknown
CARD0000986,CUST063476,ACC0109546,Credit,525114,2023-01-23,0000-00-00,Closed
CARD0000987,CUST007116,ACC0032787,Credit,559223,2023-05-24,2023-05-24,Active
CARD0000988,CUST063212,ACC0088466,Unknown,441276,2023-04-11,2023-04-11,Unknown
CARD0000989,CUST073501,ACC0102819,Prepaid,901618,2022-12-10,2022-12-10,Unknown
CARD0000990,CUST060448,ACC0104203,Credit,458758,2023-02-28,2023-02-28,Active
CARD0000991,CUST082863,ACC0054021,Debit,970729,2025-01-31,2025-01-31,Unknown
CARD0000992,CUST001975,ACC0077520,Debit,907064,2025-03-28,2025-03-28,Active
CARD0000993,CUST014461,ACC0078969,Debit,418046,2025-01-27,2025-01-27,Unknown
CARD0000994,CUST067563,ACC0050601,Unknown,948332,2022-01-18,2022-01-18,Closed
CARD0000995,CUST028080,ACC0025617,Debit,814619,2023-06-03,2023-06-03,Closed
CARD0000996,CUST061242,ACC0105351,Unknown,623017,2025-04-03,2025-04-03,Active
CARD0000997,CUST012316,ACC0029431,Debit,760133,2024-11-26,2024-11-26,Unknown
CARD0000998,CUST038590,ACC0084457,Credit,844650,2022-07-10,2022-07-10,Active
CARD0000999,CUST097390,ACC0124542,Credit,746805,2022-07-16,2022-07-16,Dormant
CARD0001000,CUST025417,ACC0084091,Debit,532753,2022-12-30,2022-12-30,Dormant
