Account_ID,Customer_ID,Account_Number,Account_type,Branch_ID,Opening_Date,Balance,Account_Status
ACC0000926,CUST075752,7904488822,Savings,BR0770,2024-05-26,4355711.34,Dormant
ACC0000927,CUST087377,8970914766,Unknown,BR0240,2023-08-21,1370316.70,Inactive
ACC0000928,CUST053240,4903962011,Savings,BR0596,2025-02-20,4790976.29,Dormant
ACC0000929,CUST093629,1149942802,Savings,BR0042,2024-02-24,787618.24,Dormant
ACC0000930,CUST099201,9940066964,Savings,BR0724,2022-03-18,1450523.36,Dormant
ACC0000931,CUST089479,8971849160,"Fixed deposit",BR0411,2025-03-30,281288.72,Unknown
ACC0000932,CUST072009,3620932722,Current,BR0763,2022-06-04,4801199.96,Closed
ACC0000933,CUST056506,9418787869,"Fixed deposit",BR0532,2022-04-18,154334.71,Unknown
ACC0000934,CUST046399,6716268483,Current,BR0456,2022-08-03,885230.17,Active
ACC0000935,CUST071000,7986360758,Salary,BR0942,2022-11-06,4214440.01,Active
ACC0000936,CUST011611,8052439406,"Fixed deposit",BR0954,2023-07-10,2836269.79,Unknown
ACC0000937,CUST053832,3759654577,Salary,BR0589,2024-08-02,2966042.99,Closed
ACC0000938,CUST095731,9758195348,Savings,BR0300,2023-09-25,1074369.09,Inactive
ACC0000939,CUST061071,4944463127,Current,BR0026,2024-01-12,3124736.65,Unknown
ACC0000940,CUST085054,4336275112,"Recurring deposit",BR0280,2023-05-13,367930.17,Dormant
ACC0000941,CUST042526,6586181421,Current,BR0232,2024-07-13,87191.99,Active
ACC0000942,CUST001129,9422083244,Current,BR0377,2025-07-31,0.00,Closed
ACC0000943,CUST016353,2757667989,"Recurring deposit",BR0826,2022-03-18,4968228.42,Unknown
ACC0000944,CUST042221,7498142183,Current,BR0624,2023-01-04,4788027.33,Active
ACC0000945,CUST087976,1523869778,"Recurring deposit",BR0947,2022-04-05,4190857.75,Unknown
ACC0000946,CUST019351,2656402294,"Fixed deposit",BR0518,2023-08-12,1840869.43,Inactive
ACC0000947,CUST035859,1500068507,Unknown,BR0815,2025-05-24,1945239.45,Inactive
ACC0000948,CUST000507,1487451805,Salary,BR0806,2022-05-29,1890711.50,Dormant
ACC0000949,CUST006421,9973458262,Salary,BR0341,2023-12-13,4239414.44,Active
ACC0000950,CUST018290,4107807678,Current,BR0377,2023-01-22,4895248.63,Closed
ACC0000951,CUST081984,6558751228,"Fixed deposit",BR0450,2024-01-07,2776117.85,Unknown
ACC0000952,CUST085252,4072272183,Salary,BR0608,2022-10-14,4414394.18,Closed
ACC0000953,CUST057335,6047952458,Salary,BR0771,2022-05-29,2179984.66,Dormant
ACC0000954,CUST058872,5676380882,Unknown,BR0963,2023-11-13,3887629.82,Dormant
ACC0000955,CUST046074,2535597674,Current,BR0366,2023-11-06,126611.04,Active
ACC0000956,CUST089589,2410671867,"Recurring deposit",BR0073,2023-10-11,3802731.49,Active
ACC0000957,CUST037895,3357470770,Savings,BR0140,2022-03-16,3697308.30,Closed
ACC0000958,CUST016525,5110290828,Savings,BR0784,2023-04-18,1448627.05,Active
ACC0000959,CUST067539,4490917797,Savings,BR0857,2024-04-04,4119194.04,Active
ACC0000960,CUST015091,3545266917,Savings,BR0545,2023-02-15,4877656.79,Dormant
ACC0000961,CUST070946,8244594570,Unknown,BR0058,2025-09-02,3044819.63,Unknown
ACC0000962,CUST041956,2540657300,Current,BR0288,NULL,3819806.28,Dormant
ACC0000963,CUST088670,3538373271,Current,BR0429,2022-10-12,2167375.85,Unknown
ACC0000964,CUST087865,5163483180,Salary,BR0983,2024-04-25,4651749.64,Unknown
ACC0000965,CUST091658,5702441686,"Recurring deposit",BR0187,2024-12-03,4730464.29,Unknown
ACC0000966,CUST029491,3364254484,Current,BR0171,2023-12-01,0.00,Dormant
ACC0000967,CUST076209,8517740704,Current,BR0163,2024-10-08,3249196.06,Unknown
ACC0000968,CUST090099,8343272162,Current,BR0590,2025-01-14,123382.24,Active
ACC0000969,CUST021404,3454531654,Savings,BR0715,2022-11-22,3592498.64,Closed
ACC0000970,CUST034597,1278231135,Current,BR0355,2022-06-16,1695109.23,Active
ACC0000971,CUST033172,8626546605,Savings,BR0064,2022-07-20,3427015.76,Active
ACC0000972,CUST086675,6331167375,Current,BR0602,2024-08-23,1114252.13,Active
ACC0000973,CUST076714,8401628733,Current,BR0611,2022-06-25,174249.16,Dormant
ACC0000974,CUST080351,2889967239,Current,BR0797,2022-09-01,3596783.08,Active
ACC0000975,CUST027843,2339580126,Current,BR0138,2025-09-15,4231979.34,Unknown
ACC0000976,CUST040431,4939453619,Current,BR0106,2023-08-16,2732949.39,Unknown
ACC0000977,CUST023071,4019766955,Savings,BR0130,2025-03-08,3015054.13,Unknown
ACC0000978,CUST006003,3859223684,"Recurring deposit",BR0636,2025-04-05,1081751.91,Active
ACC0000979,CUST066963,3833721354,Savings,BR0986,2023-02-27,2697885.16,Dormant
ACC0000980,CUST027992,6323780891,Savings,BR0607,2024-08-05,801179.31,Inactive
ACC0000981,CUST026133,4960073011,Salary,BR0026,2025-02-23,205425.98,Active
ACC0000982,CUST095532,9476718541,"Recurring deposit",BR0140,2023-04-01,713947.51,Unknown
ACC0000983,CUST085314,1088803734,"Recurring deposit",BR0362,2025-07-29,478632.01,Closed
ACC0000984,CUST079652,7893340197,"Fixed deposit",BR0393,2024-01-01,450206.98,Closed
ACC0000985,CUST097218,3130388449,"Fixed deposit",BR0322,NULL,1953899.77,Closed
ACC0000986,CUST073729,1565462089,Savings,BR0661,2025-05-12,4846451.65,Dormant
ACC0000987,CUST019803,1150244622,Salary,BR0634,2025-12-16,196864.28,Inactive
ACC0000988,CUST098559,2293233278,Savings,BR0775,2025-04-03,2594221.50,Active
ACC0000989,CUST093960,9026919733,"Fixed deposit",BR0546,2022-01-17,455472.96,Closed
ACC0000990,CUST019399,8054478970,"Recurring deposit",BR0345,2023-08-24,3981734.71,Active
ACC0000991,CUST008891,4999133786,Salary,BR0824,2022-03-11,2944626.61,Active
ACC0000992,CUST071431,6060613960,Current,BR0140,2023-08-06,0.00,Unknown
ACC0000993,CUST092029,3960115383,"Fixed deposit",BR0058,2022-07-17,2799166.67,Active
ACC0000994,CUST060970,5188484734,Savings,BR0719,2024-04-15,1375655.76,Active
ACC0000995,CUST066006,3538783768,Current,BR0545,2025-05-16,4218930.91,Dormant
ACC0000996,CUST008319,6175784997,Salary,BR0550,2022-05-02,3343428.39,Closed
ACC0000997,CUST072618,8182094416,Savings,BR0675,2024-10-06,3386512.58,Inactive
ACC0000998,CUST098844,3193239497,Salary,BR0368,2025-04-21,1597038.74,Unknown
ACC0000999,CUST033829,2082892505,Savings,BR0197,2024-03-25,4807609.32,Inactive
ACC0001000,CUST085105,9195895687,Current,BR0515,2025-06-23,1218147.92,Unknown
